job_id,job_title,job_category,experience_level,education_required,required_skills,industry,remote_work,company_size,salary_tier,source_dataset,document
JOB0368,Prompt Engineer,AI Engineering,Senior (6-9 yrs),Associate's,"NLP, Testing, LLM APIs, Prompt Design, Documentation, Python, Research, Linux, Statistics",Finance,Fully Remote,Big Tech (FAANG+),Senior ($200-300k),AI Engineering (Kaggle),"Job Title: Prompt Engineer. Category: AI Engineering. Experience Level: Senior (6-9 yrs). Education Required: Associate's. Required Skills: NLP, Testing, LLM APIs, Prompt Design, Documentation, Python, Research, Linux, Statistics. Industry: Finance. Remote Work: Fully Remote. Company Size: Big Tech (FAANG+). Salary Tier: Senior ($200-300k). Source: AI Engineering (Kaggle)."
JOB0369,ML Engineer,AI Engineering,Entry (0-2 yrs),Master's,"SQL, Kubernetes, Python, Problem Solving",Media,Hybrid,Mid-size (501-5000),Mid ($100-150k),AI Engineering (Kaggle),"Job Title: ML Engineer. Category: AI Engineering. Experience Level: Entry (0-2 yrs). Education Required: Master's. Required Skills: SQL, Kubernetes, Python, Problem Solving. Industry: Media. Remote Work: Hybrid. Company Size: Mid-size (501-5000). Salary Tier: Mid ($100-150k). Source: AI Engineering (Kaggle)."
JOB0370,Data Scientist,Data Science,Entry (0-2 yrs),PhD,"Python, Data Visualization, SQL, Statistics, ML Algorithms, Scikit-learn",Government,On-site,SME (51-500),Mid ($100-150k),AI Engineering (Kaggle),"Job Title: Data Scientist. Category: Data Science. Experience Level: Entry (0-2 yrs). Education Required: PhD. Required Skills: Python, Data Visualization, SQL, Statistics, ML Algorithms, Scikit-learn. Industry: Government. Remote Work: On-site. Company Size: SME (51-500). Salary Tier: Mid ($100-150k). Source: AI Engineering (Kaggle)."
JOB0371,Robotics Engineer (AI),Robotics,Mid (3-5 yrs),Master's,"C++, Computer Vision, Python, ROS, Statistics, Linux, SQL",Research,On-site,Mid-size (501-5000),Upper-Mid ($150-200k),AI Engineering (Kaggle),"Job Title: Robotics Engineer (AI). Category: Robotics. Experience Level: Mid (3-5 yrs). Education Required: Master's. Required Skills: C++, Computer Vision, Python, ROS, Statistics, Linux, SQL. Industry: Research. Remote Work: On-site. Company Size: Mid-size (501-5000). Salary Tier: Upper-Mid ($150-200k). Source: AI Engineering (Kaggle)."
JOB0372,Data Scientist,Data Science,Mid (3-5 yrs),Associate's,"Python, SQL, ML Algorithms, Statistics, Data Visualization, Scikit-learn, Research",Technology,Hybrid,SME (51-500),Mid ($100-150k),AI Engineering (Kaggle),"Job Title: Data Scientist. Category: Data Science. Experience Level: Mid (3-5 yrs). Education Required: Associate's. Required Skills: Python, SQL, ML Algorithms, Statistics, Data Visualization, Scikit-learn, Research. Industry: Technology. Remote Work: Hybrid. Company Size: SME (51-500). Salary Tier: Mid ($100-150k). Source: AI Engineering (Kaggle)."
JOB0373,Data Scientist,Data Science,Mid (3-5 yrs),PhD,"ML Algorithms, Data Visualization, Statistics",Media,Fully Remote,Big Tech (FAANG+),Senior ($200-300k),AI Engineering (Kaggle),"Job Title: Data Scientist. Category: Data Science. Experience Level: Mid (3-5 yrs). Education Required: PhD. Required Skills: ML Algorithms, Data Visualization, Statistics. Industry: Media. Remote Work: Fully Remote. Company Size: Big Tech (FAANG+). Salary Tier: Senior ($200-300k). Source: AI Engineering (Kaggle)."
JOB0374,ML Engineer,AI Engineering,Senior (6-9 yrs),Master's,"Kubernetes, TensorFlow, MLOps, PyTorch, Python, Leadership, Agile, SQL",Healthcare,Fully Remote,Enterprise (5000+),Elite (>$300k),AI Engineering (Kaggle),"Job Title: ML Engineer. Category: AI Engineering. Experience Level: Senior (6-9 yrs). Education Required: Master's. Required Skills: Kubernetes, TensorFlow, MLOps, PyTorch, Python, Leadership, Agile, SQL. Industry: Healthcare. Remote Work: Fully Remote. Company Size: Enterprise (5000+). Salary Tier: Elite (>$300k). Source: AI Engineering (Kaggle)."
JOB0375,Generative AI Engineer,AI Engineering,Lead (10+ yrs),Master's,"Deployment, Fine-tuning, LLMs, Diffusion Models, GenAI APIs, Communication, Statistics",Manufacturing,On-site,Mid-size (501-5000),Senior ($200-300k),AI Engineering (Kaggle),"Job Title: Generative AI Engineer. Category: AI Engineering. Experience Level: Lead (10+ yrs). Education Required: Master's. Required Skills: Deployment, Fine-tuning, LLMs, Diffusion Models, GenAI APIs, Communication, Statistics. Industry: Manufacturing. Remote Work: On-site. Company Size: Mid-size (501-5000). Salary Tier: Senior ($200-300k). Source: AI Engineering (Kaggle)."
JOB0376,RAG Engineer,AI Engineering,Entry (0-2 yrs),Master's,"Embeddings, Search Systems, Python, LLMs, LangChain, Vector DBs, Research, Git, Statistics",Government,Fully Remote,Startup (1-50),Mid ($100-150k),AI Engineering (Kaggle),"Job Title: RAG Engineer. Category: AI Engineering. Experience Level: Entry (0-2 yrs). Education Required: Master's. Required Skills: Embeddings, Search Systems, Python, LLMs, LangChain, Vector DBs, Research, Git, Statistics. Industry: Government. Remote Work: Fully Remote. Company Size: Startup (1-50). Salary Tier: Mid ($100-150k). Source: AI Engineering (Kaggle)."
JOB0377,Data Scientist,Data Science,Mid (3-5 yrs),Bootcamp/Self-taught,"SQL, ML Algorithms, Statistics, Problem Solving",Consulting,Hybrid,Mid-size (501-5000),Mid ($100-150k),AI Engineering (Kaggle),"Job Title: Data Scientist. Category: Data Science. Experience Level: Mid (3-5 yrs). Education Required: Bootcamp/Self-taught. Required Skills: SQL, ML Algorithms, Statistics, Problem Solving. Industry: Consulting. Remote Work: Hybrid. Company Size: Mid-size (501-5000). Salary Tier: Mid ($100-150k). Source: AI Engineering (Kaggle)."
JOB0378,AI Ethics Officer,Governance,Entry (0-2 yrs),Master's,"Ethics Frameworks, Communication, AI Policy, Linux, Git",Energy,On-site,SME (51-500),Mid ($100-150k),AI Engineering (Kaggle),"Job Title: AI Ethics Officer. Category: Governance. Experience Level: Entry (0-2 yrs). Education Required: Master's. Required Skills: Ethics Frameworks, Communication, AI Policy, Linux, Git. Industry: Energy. Remote Work: On-site. Company Size: SME (51-500). Salary Tier: Mid ($100-150k). Source: AI Engineering (Kaggle)."
JOB0379,Generative AI Engineer,AI Engineering,Entry (0-2 yrs),Associate's,"Python, Diffusion Models, Deployment, GenAI APIs, Fine-tuning, LLMs, Git, Leadership",Education,Hybrid,SME (51-500),Mid ($100-150k),AI Engineering (Kaggle),"Job Title: Generative AI Engineer. Category: AI Engineering. Experience Level: Entry (0-2 yrs). Education Required: Associate's. Required Skills: Python, Diffusion Models, Deployment, GenAI APIs, Fine-tuning, LLMs, Git, Leadership. Industry: Education. Remote Work: Hybrid. Company Size: SME (51-500). Salary Tier: Mid ($100-150k). Source: AI Engineering (Kaggle)."
JOB0380,Robotics Engineer (AI),Robotics,Entry (0-2 yrs),Bootcamp/Self-taught,"Simulation, Python, Computer Vision, Communication",Automotive,On-site,Mid-size (501-5000),Mid ($100-150k),AI Engineering (Kaggle),"Job Title: Robotics Engineer (AI). Category: Robotics. Experience Level: Entry (0-2 yrs). Education Required: Bootcamp/Self-taught. Required Skills: Simulation, Python, Computer Vision, Communication. Industry: Automotive. Remote Work: On-site. Company Size: Mid-size (501-5000). Salary Tier: Mid ($100-150k). Source: AI Engineering (Kaggle)."
JOB0381,AI Business Analyst,Business,Mid (3-5 yrs),Bachelor's,"Business Analysis, Python, SQL, Problem Solving, Research, Git",Consulting,Hybrid,Mid-size (501-5000),Entry (<$100k),AI Engineering (Kaggle),"Job Title: AI Business Analyst. Category: Business. Experience Level: Mid (3-5 yrs). Education Required: Bachelor's. Required Skills: Business Analysis, Python, SQL, Problem Solving, Research, Git. Industry: Consulting. Remote Work: Hybrid. Company Size: Mid-size (501-5000). Salary Tier: Entry (<$100k). Source: AI Engineering (Kaggle)."
JOB0382,Senior ML Engineer,AI Engineering,Lead (10+ yrs),Bachelor's,"Python, Distributed Systems, LLM Fine-tuning, Cloud, Problem Solving",Finance,Hybrid,Startup (1-50),Senior ($200-300k),AI Engineering (Kaggle),"Job Title: Senior ML Engineer. Category: AI Engineering. Experience Level: Lead (10+ yrs). Education Required: Bachelor's. Required Skills: Python, Distributed Systems, LLM Fine-tuning, Cloud, Problem Solving. Industry: Finance. Remote Work: Hybrid. Company Size: Startup (1-50). Salary Tier: Senior ($200-300k). Source: AI Engineering (Kaggle)."
JOB0383,LLM Engineer,AI Engineering,Entry (0-2 yrs),PhD,"RAG, Prompt Engineering, Fine-tuning, Communication, Git, Leadership",Technology,Hybrid,Enterprise (5000+),Senior ($200-300k),AI Engineering (Kaggle),"Job Title: LLM Engineer. Category: AI Engineering. Experience Level: Entry (0-2 yrs). Education Required: PhD. Required Skills: RAG, Prompt Engineering, Fine-tuning, Communication, Git, Leadership. Industry: Technology. Remote Work: Hybrid. Company Size: Enterprise (5000+). Salary Tier: Senior ($200-300k). Source: AI Engineering (Kaggle)."
JOB0384,AI Security Engineer,Security,Lead (10+ yrs),Bootcamp/Self-taught,"ML Security, Risk Analysis, Cybersecurity, Linux",Retail,Hybrid,Mid-size (501-5000),Senior ($200-300k),AI Engineering (Kaggle),"Job Title: AI Security Engineer. Category: Security. Experience Level: Lead (10+ yrs). Education Required: Bootcamp/Self-taught. Required Skills: ML Security, Risk Analysis, Cybersecurity, Linux. Industry: Retail. Remote Work: Hybrid. Company Size: Mid-size (501-5000). Salary Tier: Senior ($200-300k). Source: AI Engineering (Kaggle)."
JOB0385,AI Compliance Manager,Governance,Lead (10+ yrs),PhD,"EU AI Act, Risk Management, Auditing, Documentation, Leadership, SQL, Cloud",Manufacturing,On-site,SME (51-500),Senior ($200-300k),AI Engineering (Kaggle),"Job Title: AI Compliance Manager. Category: Governance. Experience Level: Lead (10+ yrs). Education Required: PhD. Required Skills: EU AI Act, Risk Management, Auditing, Documentation, Leadership, SQL, Cloud. Industry: Manufacturing. Remote Work: On-site. Company Size: SME (51-500). Salary Tier: Senior ($200-300k). Source: AI Engineering (Kaggle)."
JOB0386,AI Ethics Officer,Governance,Senior (6-9 yrs),Associate's,"Ethics Frameworks, Communication, Risk Assessment, AI Policy, Research, SQL",Automotive,Fully Remote,Big Tech (FAANG+),Senior ($200-300k),AI Engineering (Kaggle),"Job Title: AI Ethics Officer. Category: Governance. Experience Level: Senior (6-9 yrs). Education Required: Associate's. Required Skills: Ethics Frameworks, Communication, Risk Assessment, AI Policy, Research, SQL. Industry: Automotive. Remote Work: Fully Remote. Company Size: Big Tech (FAANG+). Salary Tier: Senior ($200-300k). Source: AI Engineering (Kaggle)."
JOB0387,Generative AI Engineer,AI Engineering,Mid (3-5 yrs),Bootcamp/Self-taught,"Python, Deployment, Fine-tuning, LLMs, Diffusion Models, Agile",Education,On-site,Enterprise (5000+),Mid ($100-150k),AI Engineering (Kaggle),"Job Title: Generative AI Engineer. Category: AI Engineering. Experience Level: Mid (3-5 yrs). Education Required: Bootcamp/Self-taught. Required Skills: Python, Deployment, Fine-tuning, LLMs, Diffusion Models, Agile. Industry: Education. Remote Work: On-site. Company Size: Enterprise (5000+). Salary Tier: Mid ($100-150k). Source: AI Engineering (Kaggle)."
JOB0388,MLOps Engineer,ML Operations,Senior (6-9 yrs),Master's,"Kubernetes, Cloud, Python, Monitoring, Git, SQL",Consulting,On-site,SME (51-500),Senior ($200-300k),AI Engineering (Kaggle),"Job Title: MLOps Engineer. Category: ML Operations. Experience Level: Senior (6-9 yrs). Education Required: Master's. Required Skills: Kubernetes, Cloud, Python, Monitoring, Git, SQL. Industry: Consulting. Remote Work: On-site. Company Size: SME (51-500). Salary Tier: Senior ($200-300k). Source: AI Engineering (Kaggle)."
JOB0389,NLP Engineer,AI Engineering,Mid (3-5 yrs),Associate's,"Python, Transformers, Hugging Face, Communication",Media,Hybrid,Mid-size (501-5000),Upper-Mid ($150-200k),AI Engineering (Kaggle),"Job Title: NLP Engineer. Category: AI Engineering. Experience Level: Mid (3-5 yrs). Education Required: Associate's. Required Skills: Python, Transformers, Hugging Face, Communication. Industry: Media. Remote Work: Hybrid. Company Size: Mid-size (501-5000). Salary Tier: Upper-Mid ($150-200k). Source: AI Engineering (Kaggle)."
JOB0390,AI Compliance Manager,Governance,Mid (3-5 yrs),Associate's,"Risk Management, EU AI Act, Documentation, Auditing, Leadership",Energy,Fully Remote,Big Tech (FAANG+),Entry (<$100k),AI Engineering (Kaggle),"Job Title: AI Compliance Manager. Category: Governance. Experience Level: Mid (3-5 yrs). Education Required: Associate's. Required Skills: Risk Management, EU AI Act, Documentation, Auditing, Leadership. Industry: Energy. Remote Work: Fully Remote. Company Size: Big Tech (FAANG+). Salary Tier: Entry (<$100k). Source: AI Engineering (Kaggle)."
JOB0391,AI Research Scientist,Research,Senior (6-9 yrs),Bootcamp/Self-taught,"Publishing, Research, Deep Learning, Mathematics, PyTorch, Agile, Cloud",Consulting,Fully Remote,Enterprise (5000+),Upper-Mid ($150-200k),AI Engineering (Kaggle),"Job Title: AI Research Scientist. Category: Research. Experience Level: Senior (6-9 yrs). Education Required: Bootcamp/Self-taught. Required Skills: Publishing, Research, Deep Learning, Mathematics, PyTorch, Agile, Cloud. Industry: Consulting. Remote Work: Fully Remote. Company Size: Enterprise (5000+). Salary Tier: Upper-Mid ($150-200k). Source: AI Engineering (Kaggle)."
JOB0392,LLM Engineer,AI Engineering,Lead (10+ yrs),Bootcamp/Self-taught,"Fine-tuning, Prompt Engineering, Python, RAG, Vector DBs, Research, Leadership",Manufacturing,On-site,Mid-size (501-5000),Elite (>$300k),AI Engineering (Kaggle),"Job Title: LLM Engineer. Category: AI Engineering. Experience Level: Lead (10+ yrs). Education Required: Bootcamp/Self-taught. Required Skills: Fine-tuning, Prompt Engineering, Python, RAG, Vector DBs, Research, Leadership. Industry: Manufacturing. Remote Work: On-site. Company Size: Mid-size (501-5000). Salary Tier: Elite (>$300k). Source: AI Engineering (Kaggle)."
JOB0393,Prompt Engineer,AI Engineering,Senior (6-9 yrs),PhD,"LLM APIs, Python, Prompt Design, Documentation, NLP, Testing, Leadership, Problem Solving, Git",Retail,Fully Remote,Enterprise (5000+),Upper-Mid ($150-200k),AI Engineering (Kaggle),"Job Title: Prompt Engineer. Category: AI Engineering. Experience Level: Senior (6-9 yrs). Education Required: PhD. Required Skills: LLM APIs, Python, Prompt Design, Documentation, NLP, Testing, Leadership, Problem Solving, Git. Industry: Retail. Remote Work: Fully Remote. Company Size: Enterprise (5000+). Salary Tier: Upper-Mid ($150-200k). Source: AI Engineering (Kaggle)."
JOB0394,Multimodal AI Engineer,AI Engineering,Senior (6-9 yrs),PhD,"Fine-tuning, PyTorch, Python, Agile, Statistics",Government,Fully Remote,Mid-size (501-5000),Senior ($200-300k),AI Engineering (Kaggle),"Job Title: Multimodal AI Engineer. Category: AI Engineering. Experience Level: Senior (6-9 yrs). Education Required: PhD. Required Skills: Fine-tuning, PyTorch, Python, Agile, Statistics. Industry: Government. Remote Work: Fully Remote. Company Size: Mid-size (501-5000). Salary Tier: Senior ($200-300k). Source: AI Engineering (Kaggle)."
JOB0395,LLM Engineer,AI Engineering,Mid (3-5 yrs),Bootcamp/Self-taught,"Vector DBs, RAG, Fine-tuning, Python, LLM APIs, Prompt Engineering, Cloud, Communication",Education,Hybrid,SME (51-500),Upper-Mid ($150-200k),AI Engineering (Kaggle),"Job Title: LLM Engineer. Category: AI Engineering. Experience Level: Mid (3-5 yrs). Education Required: Bootcamp/Self-taught. Required Skills: Vector DBs, RAG, Fine-tuning, Python, LLM APIs, Prompt Engineering, Cloud, Communication. Industry: Education. Remote Work: Hybrid. Company Size: SME (51-500). Salary Tier: Upper-Mid ($150-200k). Source: AI Engineering (Kaggle)."
JOB0396,AI Engineer,AI Engineering,Senior (6-9 yrs),Master's,"Docker, Cloud (AWS/GCP/Azure), LLM Integration, Python, SQL, Linux, Leadership",Manufacturing,Hybrid,Mid-size (501-5000),Senior ($200-300k),AI Engineering (Kaggle),"Job Title: AI Engineer. Category: AI Engineering. Experience Level: Senior (6-9 yrs). Education Required: Master's. Required Skills: Docker, Cloud (AWS/GCP/Azure), LLM Integration, Python, SQL, Linux, Leadership. Industry: Manufacturing. Remote Work: Hybrid. Company Size: Mid-size (501-5000). Salary Tier: Senior ($200-300k). Source: AI Engineering (Kaggle)."
JOB0397,Deep Learning Engineer,AI Engineering,Lead (10+ yrs),Master's,"CUDA, TensorFlow, Python, Neural Networks, GPU Computing, PyTorch, Problem Solving",Education,On-site,Startup (1-50),Senior ($200-300k),AI Engineering (Kaggle),"Job Title: Deep Learning Engineer. Category: AI Engineering. Experience Level: Lead (10+ yrs). Education Required: Master's. Required Skills: CUDA, TensorFlow, Python, Neural Networks, GPU Computing, PyTorch, Problem Solving. Industry: Education. Remote Work: On-site. Company Size: Startup (1-50). Salary Tier: Senior ($200-300k). Source: AI Engineering (Kaggle)."
JOB0398,Multimodal AI Engineer,AI Engineering,Lead (10+ yrs),Bachelor's,"PyTorch, APIs, Vision-Language Models, Git",Healthcare,Hybrid,Startup (1-50),Senior ($200-300k),AI Engineering (Kaggle),"Job Title: Multimodal AI Engineer. Category: AI Engineering. Experience Level: Lead (10+ yrs). Education Required: Bachelor's. Required Skills: PyTorch, APIs, Vision-Language Models, Git. Industry: Healthcare. Remote Work: Hybrid. Company Size: Startup (1-50). Salary Tier: Senior ($200-300k). Source: AI Engineering (Kaggle)."
